Review,Rating
"I am in agreement with the previous reviewers that the instructions on the cauliflower were vague.I think that I would just blanche the cauliflower because it is going to be baked for 40 minutes and omit one of the eggs.I would also add garlic, dill and fresh Parm. cheese to this recipe.I will combine the dill and fresh Parm. with the egg when I add it to the dish.Thank you for sharing your recipe and good luck with your recipe.",neutral
"When I made this I forgot to add the red pepper flakes however, both hubby and I thought that wouldn't have made enough of a difference to make this a keeper recipe.Both of us found it rather tasteless and bland. I was actually quite liberal with the fresh basil too and still, there seemed to be no taste.I doubt I'll make this one again.",neutral
This drink was good I made a varriaion by blending with vanilla ice cream istead of adding 7-up. It was wonderful.,neutral
This one was good but better when blended both together.Thanks for a taste of the tropics.,neutral
I took this recipe (minus walnuts) to a picnic in August and lots of people wanted the recipe.I thought it was delicious warm and cold with whip cream.It also would be great with vanilla ice cream. Thank you,neutral
I thought one rating was more than fairthese were not the best to say the least,negative
"OK so I made this. Everytime I've tried ""easy"" cabbage roll recipes from Recipezaar, they always taste good but it seems there is always too much rice. I always follow the recipes exact. This time I cut the rice to 4 cups instead of 6. Then ater mixing the ingredients it looked like it needed more meat. I had used one of those 1lb tube ground round so I fried up another 1 pound and added that. It looked great like just enough rice to meat ratio. The recipe said 3 cans tomato soup and it's equivalent of water. I assumed this meant 3 cans water. After 50 min baking and removing the foil, the cabbage was about 95% tender.The taste was there but the casserole came out too soupy. Maybe the missing rice caused it to be thin but you'd think that cooked rice wouldn't absorb anymore liquid anyway. I'd do this again cause it WAS easier than real cabbage rolls but I'd use the adjusted amounts of meat and rice and only use 1.5 cans water instead of 3. Hope this helps anyone who likes more meat than rice in thier ""unrolled"" cabbage rolls.",neutral
"VERY, VERY rich.Easy and smooth, but absolutely must be served with whipped cream on top or something to cut the richness.",neutral
"The cookies tasted very good.I did have some difficulties with assembling them.I used 1 box (30 cookies) of Keebler brand shortbread cookies as the base.Working with the caramel and coconut topping was difficult.I couldn't get it to stick to the cookie.Be careful with the topping because it is very hot and you have to work quickly with it before it starts to cool down. The recipe probably made double the amount of topping that was really needed. I think the Samoa cookies have a thin layer of the caramel and coconut topping but my cookies have a big, round glob on the top. I probably won't make these again, unless specifically asked to, because of the amount of work involved in them.",neutral
Very flavorful dish that turned out quite dry after 5 hours on low setting in crock pot. Next time around I will definitely increase liquid from the recommended 1/4 cup to at least 3/4 cup.,neutral
"I was really disappointed.My boyfriend is a pizza junky (eats it 5 days a week) so I thought this would be great for him.He ate 1/4 of it and threw it away.I thought it was good but I was really expecting something fabulous from the reviews.I put ham and pepperoni on the inside because thats what he likes on his pizza, all meat.I used a really good pizza sauce too. I am letting my dad try it tomarrow so we will see what he says.",neutral
Absolutely the wrong amount of flour. I ruined a perfectly good expensive cake using this recipe.,negative
This is a simple recipie.... good if you are cooking for kids and really easy to do.,neutral
"I had this for lunch today, and thought it was nice. I don't think I've quite got the knack of zesting yet, because I took ages to zest the orange, and yet it tasted slightly bitter in the recipe. The sesame seeds are a nice addition, though I felt this dish could do with a few more spices.",neutral
"Oh, please use Cedar, the be-all and end-all of the culinary masters insist that Cedar gives the most flavourfull result.Don't throw the carp out - make a tasty salad out of it, throw in a bit of hemlock, some 'wild' mushrooms and some rhubarb leaves and serve it to the afternoon ladies bridge club or the Monday night football guys.",negative
"I liked it because it was fast and healthy, but it was a bit dry and bland.I did add a tomato and that helped, and it was much improved when I tossed some mild salsa on top of the dish.I think next time I will also use taco seasoning as a spice.The cloves aren't a good idea because you have to hunt and dig thru the beans to find them so no one accidentaly eats them.I would make it again tho, as it was healthy, fast, easy, and overall good to eat...just a few additions.",neutral
